User,Gender,Level,Message
smile祝先生,保密,2,祝小坡站越来越好。
justacushion,保密,2,好看
刺客教皇,男,5,排面就是强
June宫,女,5,新年快乐
闭目呐喊哥,保密,3,洛天依那个是投影了吗牛逼
neonatus,保密,3,太棒了！！！！！！！
Jerry_Zhengliyao,男,2,赞啊
暴击不留情,保密,3,推陈出新
萌新请让,保密,2,开心，哔哩哔哩干杯[打call]
吴越山川,保密,5,谢谢b站[支持]
南瓜藤,男,5,bilibili干杯[2020]
一个萝卜一个坑哎呦,保密,3,不错不错
朱一龙得不到的女人_,女,5,看过的最好的晚会！！！！
好人路过,保密,5,这水准，这内容，这鲜红的色彩，都完爆春晚，其他啥也不说了，小破站NB
诗颜末,女,5,新年快乐！！！！！今年跨年再见
美海的海,保密,5,跨年晚会来年再会，期待拜年祭[打call]
かいきでいしゅう,男,4,祝大家新年快乐
青柠MM4,女,4,表白小破站
ldwj523,保密,3,看见大骚了
暗黑龙战士,男,5,这场晚会做的很不错啊，尤其是乐器演奏
CynicismDHY,男,4,太爱了   b站有心了
Ahriman_阿伟,保密,5,不行了，朱广权一出场我就想笑[笑哭]
枯慕画君,保密,5,2020年啦
枯慕画君,保密,5,2020年啦
熙熙熙华华华,女,5,想问句，办春晚吗，大年三十那种
biui哒哒,保密,2,真的做的太好了请一定要保持这个水平啊！明年死守直播！
漫威所有男女神都属我,女,3,新年快乐
瑞妮rainny,女,4,太优秀了！！！！！跨年晚会大战的冠军！！！！（捂嘴哭#bilibili晚会 二零一九最美的夜#
山泽有枝,保密,4,居然真的看了三个小时
朱一龙得不到的女人_,女,5,太好看啦！！！！！
想戳幻幻的破洞裤,女,5,[打call]周深的嗓子也太厉害了吧  爱了
陽阳い,保密,4,声音太美了，天籁
风间狸,保密,5,风暴降生
不瞌睡了呢,保密,5,新年快乐
tcxxy,男,4,新年快乐，干
云墨清,女,4,太棒了！！！！！
聽I这一季雨落,男,3,[2020][2020]小破站[打call][打call]
簇邪大旗,保密,5,昨天直播没看尽兴，今天再来看，看完又回看，简直史上最强盛会，太震撼了。自由，多元化，包罗万象
君の指先には光が跃る,男,5,方老师真的神人[打call]
KK421,保密,3,门票怎么搞！！！！！！！！
Youth_cyt,保密,2,太棒了！！！！[大哭][大哭][大哭][大哭][大哭]
生活是个什么鬼,女,4,还是看B站吧[害羞]
木哥游戏-,男,3,牛逼牛逼
梨云梅雪,保密,4,这个跨年把我榨干了，各种回忆杀，破站太过分了！
OwO-KUN,女,5,"我想说，从以前开始，不管是什么晚会，比如春晚，因为要与时俱进，所以要加入年轻力量，要让年轻人满意，但是我一直想说，年轻就不代表流量啊，不是请请流量就可以满足“与时俱进”，但我一直不知道怎么去表达，直到看了小破站晚会。真的，这才叫让年轻人满意，各大晚会就不能学着点？
我从昨天到今天已经发了很多评论，总之小破站的晚会太叫我惊艳了，小破站牛逼！！！"
鳳之聖痕,保密,5,牛逼！期待拜年祭
Kz桑,女,5,昨天晚上卡到我只能选择今天看。。卑微。。
智商回家睡觉觉了,男,4,天依热评竟然没表白的！[doge]
酸甜的木吉子,女,4,！！我昨晚错过了什么啊啊啊啊啊啊啊
何沉梦,女,4,哔哩哔哩乾杯 【】~（￣▽￣）~*，2020要更好啊
默默嘟念倪,男,4,电力十足
若似,保密,5,真的好棒啊！！
尘子_,女,5,小破站牛批！！[惊喜][打call]
鱼越龙门,女,4,新年快乐！！2020要开心！
梨花满枝头,保密,4,天依这个好美啊啊啊方独秀老师和乐队可太厉害了，然后深深的声音好清脆啊。
陽阳い,保密,4,b站这次跨年晚会真的太让人惊喜了，吹爆小破站[大哭][害羞]
张起灵不理黄少天,保密,3,哔哩哔哩乾杯 【】~（￣▽￣）~*
朝阳区小杰瑞,保密,2,哈利波特主题曲我真的太爱了！！！
想成为你梦里的人,女,4,小破站超棒的，每个月都给你充大会员！
朕的杯杯呢,保密,4,太好看了吧！
文和子,保密,3,小破站nb！！！
文和子,保密,3,小破站nb！！！
Teriv,保密,5,哔哩哔哩乾杯 【】~（￣▽￣）~*
风流倜傥六六六,保密,5,[2020][2020][2020][2020]新年快乐
于眉眉,保密,4,48个币我想梭哈了  情b站不要限制我！！！
浅仓南上杉达也,男,5,方老师会的乐器比我认识的乐器都多，太强了
一桶天下的糖糖,保密,4,新年快乐～
弯弯豆荚,女,5,刚补完 全体员工辛苦啦！！！舞台灯光效果超美的！还有乐团也好听到耳朵怀孕！！！希望小破站越来越好～
吃了猫的瑜,保密,4,祝小破站越办越好
折纸の狂三,女,4,小破站赛高！！永远爱你，哔哩哔哩干杯
三金就是叫三金,保密,3,吹爆b站跨年晚会，又哭又笑[喜极而泣][喜极而泣][喜极而泣]
青春猪头帝,保密,4,这就是b站，我们的青春，是我们这代人最好的跨年晚会，没有像其他卫视的繁多的广告，只有惊艳和泪点，我从没有在跨年晚会上流泪，但今天真的是哭了。哔哩哔哩乾杯！
3E5-奥田爱美,保密,5,方老师太太太太太厉害了！！
退堂鼓大赛第一名_,保密,5,哔哩哔哩-(゜-゜)つロ乾杯~
元气满满的小静静,女,4,热泪盈眶！激动之情，无以言表！此时足矣！！！
i诶i木梦然,保密,3,[囧]
由雨_,保密,3,坐在宿舍在手机上看回放，听周深唱《永远同在》时，我听哭了，脑海里涌现出很多童年的回忆，眼泪止不住，太好听了！大爱B站！新年快乐！
喵の借景抒情ovo,女,5,天啊乐器battle那段也太好看了！！！！！我喜欢锯琴！！！！
墨染XL,保密,4,我爱b站[打call][打call]（破音）
绯鸢乄,保密,4,我想问下爱殇和东宫有啥关系。。。
漠上轻舟,男,5,要是老林没去芒果台来b站就好了
时间不逝年少有你,女,5,[喜欢][喜欢][喜欢][喜欢][喜欢]
受不了我还小啊,保密,2,共同关注  是在哪里打开啊？
有颗流星,保密,4,我觉得b站完全不逊于其他地方卫视的跨年晚会
小奇vlog,男,4,不愧是老婆↖(^ω^)↗（洛天依）唱的真棒(／≧ω＼)
甜草菇,保密,5,希望陪伴我成长的小破站能越来越好，我也能和小破站一起变成更好的自己，不忘初心
白踏踏,保密,5,这次跨年晚会办的最好的就是小破站！
nioniou,女,5,awdl  我爱邓紫棋
楚楚121,保密,4,新年快乐，爱我小破站
爱自己更多,女,4,周深杀我[大哭]
我家有小吉,保密,5,小破站绝对赢了，晚会丝丝缝缝都合我心意，哔哩哔哩干杯～～～[爱心][爱心][爱心][爱心][爱心][爱心]
咲狐爹,保密,5,太！！！牛逼了！！！
笑笑喜欢大嘴猴,女,4,哔哩哔哩干杯[罗小黑_干杯]
BZI-,保密,4,新年快乐！！！！
qazwzsdddf,保密,3,贵州兔来啦
赶路的风,女,2,我爱哔哩哔哩！！
秋雨冬落_,男,5,昨天晚上就我一个守着两个电脑手机，室友都在打游戏我也没办法爱好不同，但是虽然是在寝室但是跨年味满满的
口水娘,保密,5,新年快乐
青桐夜雨,保密,5,补完！我爱b站
恩敏兮,保密,2,希望2020一切顺利
恩敏兮,保密,2,感动满满
列克星敦舰舰长,男,6,就等着看方大师，胡彦斌还有五月天了[打call][打call][打call][打call]
恩敏兮,保密,2,我爱你b站
男枪格雷福斯,保密,2,新年快乐
可乐牛奶不加冰啊喂,保密,3,音乐晚会吧，做到合家欢还差远了，另外不要说比得上春晚什么的了，央视的实力和投入是没法比的，希望越办越好吧，二次元看的开心但是圈外人不容易get到梗
秋雨冬落_,男,5,刷三遍了md
卖火柴的小樱桃,女,4,我爱小破站！！！
未来一切有你就好,男,2,1219越爱越久
绝世瞩目,保密,4,哔哩哔哩-(゜-゜)つロ乾杯~
斯图尔te,保密,5,好棒啊！最爱演奏部分和张蔷老师的disco[画风突变]
帅气的骏哥哥,保密,3,我问一下吴亦凡不是在湖南卫视唱吗怎么就到B站来了
今天又吃饱饱,女,5,我爱拼多多，呸，聚划算[doge]
大哥哥me,男,4,现场到底能不能看到啊？？？洛天依那段
总有刁民卡掉朕,保密,5,爱你们[2020][打call][打call][打call][打call][打call]
机智勇敢的呆,女,5,新年快乐！
左子虚,保密,5,B站NB！！！
犬鲸skywhale,保密,5,未来可期！！！
勿忘忘忘忘,保密,5,新年快乐！
勿忘忘忘忘,保密,5,新年快乐！
洛影-星踪か,保密,4,新年快乐爱你＾3＾
AngAngAng小叮当,女,4,新年快乐 我越来越好
D0cManhattan,男,5,今年拜年祭是音频了，听听也挺好
迷戀你一场,男,4,[2020][2020][2020][爱心][打call][打call][打call]
伪善37,男,5,这个晚会太精彩了！吹爆！
Kiritousum,男,5,新年快乐
今天又吃饱饱,女,5,突然好担心b站拜年祭的经费[微笑]，小破站能保持这个质量吗？那这样我拜年祭一定来b站！！！
--不可结缘--,男,5,可惜没有冷鸟
平川大辅的超级痴汉,保密,5,感觉我昨晚错过了一个亿
吉良吉影不再boki,保密,3,新年快乐！！！
troubosun,保密,3,大爱小电视
赫奇帕奇学姐,保密,5,多元文化的b站啊！！我爱B站！！！！
u-17,保密,5,太棒了！！！为什么只能投一个币！！！我不服！
柠檬红茶ccc,女,4,这节目单我太爱了
天色晚人怜,保密,5,我希望明年周董来唱他自己的鬼畜
岁月あ空城,男,4,新年快乐呀！[滑稽]
水野朝阳引退中字版,保密,4,考古生丢了洛阳铲[妙啊]
伊-缘,保密,5,[2020]blibli干杯  这个晚会给力
troubosun,保密,3,bilibili干杯
那就换一个昵称好啦,保密,4,元旦快乐呀
古惑宅,男,5,真就bilibili矿业无限公司呗[doge]
那就换一个昵称好啦,保密,4,新年快乐呀
独自倚楼听风雨,保密,5,爱死这小破站了！！！
余生_今生,保密,3,大爱b站
神奇猕猴桃,男,5,晚会看着看着我以为是央视春晚了，真的好看真的感动，2019过去了希望2020对我好一点，[大哭]
呆萌de我づ,女,3,我爱小破站[打call][打call][打call]
Luciferメ_,保密,4,b站牛逼
杯子达人,女,3,我看看我几级
三万棵树_,女,3,小破站太棒了！！！
古九吖,保密,4,[2020]
我的眼睛有浩瀚星辰,保密,4,小破站牛
菜菜菜菜丿,保密,3,感谢b站，让人们感觉到快乐[2020][2020][打call][打call][打call]
临胸鱼,保密,6,哔哩哔哩干杯！[小电视_太太喜欢]新年快乐！
卡哇伊说得是嘞,女,4,深深！
奭釁龘,男,4,感谢哔哩哔哩，我的童年句号，我的童年不论是无知，还是芳华，终究还是结束了，这个结局，我很喜欢，谢谢
南韵yunan,保密,4,新年快乐！！！！！！！！！
超级嘟嘟宝,保密,4,新年快乐呦！！！
Gooberone,保密,5,挺牛的
那就换一个昵称好啦,保密,4,补回放的来了～
咩咩是吉祥小孩,女,5,总之一句话 我爱死这个破站了
南韵yunan,保密,4,2020顺顺利利心想事成！！
死神空王,男,5,别的不知道，只要是主持人上场，提词器这个梗是过不去了。[滑稽]
木有wifi啊,保密,4,为啥没有香蕉君[doge][doge][doge][doge][doge]
嘿嘻嘿嘻灬,保密,4,[2020][2020][2020][2020][2020][2020]快乐
海马丘比,男,5,B站员工们你们的年终奖发了吗[抠鼻]
嘿嘻嘿嘻灬,保密,4,[2020][2020][2020]
宇宙信使,女,5,新年快乐!!
傀里傀,保密,5,我的彩虹屁稿子呢？
奈良葵,女,5,元旦快乐！
馒头精的番茄酱,女,5,好看!全程震撼
大眼土豆,保密,4,泪目!!
江左风流,男,3,祝大家新年快乐[小电视_赞]
夏日弥光丿耶梦加得,保密,5,提词器太高了
扎心不铁子啊,男,4,[打call][打call][打call][打call][打call][点赞][点赞][点赞]
灬贵丶罗,男,5,元旦快乐
小草儿与兔子,保密,4,高手在民间
千纸鹤zippo,保密,2,满屏的中国味道，好香！一些跨年晚会的明星要提高业务能力了哦！你还在假唱的时候人家好些人才都追上来了啊...
宇宙信使,女,5,我爱小破站
灯灯等登登登等灯,女,5,不愧是上市企业！
kang3358,保密,5,这萨克斯再次惊到我了！！！.
zgsjbxhwgd,保密,3,太棒了！！B站真的好棒！！要粉这整个站了！！！
osyan,女,5,方老师牛逼，后面五月天真的想起青春了
天然谷歌,保密,2,多一个硬币，多一个评论，多一条弹幕，多一个播放量，就多一份钱，先补票
Sheena陶儿,女,4,冯提莫唱的不错哎！
背景之王,男,5,蛮不错的，就是有点可惜比以前少了很多动画系的作品，走向更多元化了
52037775396_bili,保密,3,认真做自己想做的事的人，会有一片属于他的天地。[喜欢][喜欢][喜欢]
进无止心无境,保密,4,没办法谁让咱们b站人太机智了，魔术师要失业了，把你的双面牌给我交了[调皮]
南糖锦鲤,保密,4,币投不出去太急人了[2233娘_大哭]
回个季姬击鸡记摩的爹地,保密,5,我想知道冯提莫口红色号！！！！
UndecidedTD,保密,4,才32w投币？！？！？！你们要这硬币有何用？？？？？
FA音-未来,女,5,怎么收藏啊
格兰芬多-格里高利,女,4,b站牛逼！（破音
love丶moongl,男,4,吹爆吹爆，可惜昨晚不会知道有这么个晚会……
坠入大海的萤火虫,保密,4,"现在是2020年1月1日15:38，我回顾了b站的跨年晚会，从头至尾，非常感动、非常燃、非常好看。
犹记得当时偶然下载bilibili，打开一个视频剪辑片段，开始我的b站之旅。没想到，现在它陪伴了我这么久，它对我有了特别的意义，不再只是一个消遣时光的app。
感谢你，我爱你，bilibili"
小杰哇啦啦,保密,4,此生无悔入B站，小破站带给自己的惊喜真的太多太多，希望能继续一起走下去
JOJO奇妙解说,保密,4,B站这晚会真的可以
KnnieOwO,女,5,為小破站發出雞叫啊啊啊啊啊啊啊啊啊！！！
励志成为壕,保密,4,我胡彦斌太帅了
阿虚-Kuru,男,4,小凤凰那首，好牛
风子良,保密,5,[2020][响指]
弦声若传相思意,女,5,太好看了！太好看了！绝了！
猫猫再胖就肝不动了,女,5,夸夸！[2020]
是红红红呀-,女,3,哇塞
珮环,女,5,看到第二篇章 我想投无数个币啊啊啊啊啊啊 怎么就上限了呢！！ 昨晚不知道b站跨年夜 血亏55555qwq
怕麻烦的鱼,女,5,看完跨年坐等拜年祭
小孩不吃糖Dec,女,4,音频在哪里可以听啊[喜欢][喜欢][喜欢]
阿杰darling,男,5,今天在浙江卫视看到香菜了，香菜要是来b站就完美了[画风突变]
曾曾喜欢吃白菜,女,3,b站好棒
同样,保密,6,方锦龙老师那段太赞了
古川酱嫁我,保密,5,6666
LGD电子竞技官方俱乐部,保密,4,爱了爱了
小鸟游六花_x,男,5,太棒了，b站这次很厉害
静爱尘世,男,2,贵州兔子来了
洁洁的小号,保密,2,想去现场啊啊啊啊啊啊啊啊吧
看m一根呆毛,保密,5,看一下播放会不会超过19拜年祭吧
夙歆风,保密,5,第一次很成功
李肉言家的小丸子,保密,5,啥都不说表白策划！！！以后晚会就按照这个标准吧[喜欢][喜欢][喜欢]
没有两米,女,3,太棒了
小小小离人,保密,4,新年快乐！！！2020年越来越好！b站加油！
超Canry的紫西,女,4,会不会有一天，时间的能到退[大哭]
时之光time,保密,3,未来可期！！！
-漠北阑珊-,保密,6,后悔啊，昨晚竟然没看直播，看番去了[大哭]
乌云糕,保密,5,希望明年还能请龚琳娜，谭晶，华晨宇，陈粒，还有gala乐队唱追梦赤子心！！！暂时就想到这几个。
最乖巧的耳骨,保密,4,冲冲冲！
青墨宿蔺,男,3,拜年祭再见啦！[蛆音娘_卖萌][小电视_太太喜欢]
苏谑QAQ,女,5,新年快乐
窃听记忆G,保密,4,乾杯 【】~（￣▽￣）~*
Nuudlas,保密,6,[2020][2020][2020][2020][2020]
南有桑榆,女,4,加油啊！尽管我现在还很穷……哈哈哈
谢天天是个大帅比,女,5,啊！！！我要把所有的币都给你！！！
怕麻烦的RORO,保密,4,可太好看了!
鱼不xian,保密,5,提词器太高，白眼儿笑死我了哈哈哈
豆夫丶,男,4,我永远爱小破站[大哭]
待我娶蕾姆,男,4,nb就完事了
seed翼,保密,5,不说多的，看了昨天的诸多卫视的跨年晚会，看到b站的，我只想说:“bilibili，干杯，去他的流量小生，去他的拼夕夕”[打call][打call][打call]
九の冥,保密,5,还有拜年祭，好期待
ikakakai,男,4,邓紫棋nb
paannda,女,4,太赞了！
想成为你梦里的人,女,4,小破站牛逼！！！！我爱你！！！
深蓝的魔王,男,6,都想收藏，只好追剧......
--喵帕斯--,保密,5,[2020][2020][2020][2020][2020][2020]冲鸭！！！
依爷爷,保密,5,周深是什么神仙啊
假说演绎法,女,5,好棒呀！[2020]
wawajia,保密,5,感谢B站！2020年的第一天过得非常快乐！！！！希望未来越来越好~~！！
阿明的星星眼,女,4,啊啊啊啊啊啊2020第一天被b站这个晚会炸哭
再接再厉的小黄鸭,女,5,哔哩哔哩nb！
锌居居,保密,4,特别，特别，特别喜欢，雅俗共赏，像演唱会，风格多变，现场氛围自由奔放[星梦手记_卖萌]
ZY永二,保密,2,蹭个数，B站nb
匿名红烧鱼,女,5,从一百题时代走来，看着吾家有女初长成啊小破站[爱心][爱心][爱心]
红尘过往P,保密,5,以后不能叫小破站了要改叫大破站了[点赞]
乔乔Jozy,保密,5,N刷，绝了
李辣酱夫人,保密,5,啊啊啊b站的小伙伴们，新年快乐鸭
kunlin30,男,5,天啊，原来b站的晚会办的这么好[支持]
呀呀呀佳,女,3,2020 有个好的工作跟未来 好运一直伴我左右[惊喜]
秋雨冬落_,男,5,90和00后满满的回忆啊，下载了来看，发现还是少了弹幕的灵魂，从来没有看跨年有过任何感觉，今年这个真的满满的激动。b站牛逼[我家大师兄脑子有坑_撒花]
临临海海,保密,4,朱广权老师，扣200（狗头保命）
万能工具人-家明,男,5,冯提莫赶了几个场？怎么几个晚会都有她？
二月栖,女,5,bilibili干杯！
懿の兔,女,5,爱了爱了
拾肆u,女,5,太好拉！！！！！！！！！
王Turbo,保密,4,我们陈超啊
汝果没有伱,保密,2,2020 不低头…
兔田球克拉Official,保密,2,[2020]
话痨型二逝,保密,5,小破站牛逼！
YGDBBWZ,保密,4,话不多说 ，虽然喜欢B站 但是是为了朱广权而来
金牛雅蠛蝶,保密,5,这晚会真的可以的，希望今年拜年祭也能做的好看一点
なくすこかて,保密,5,我觉得方锦龙老师看天依像看女儿一样[喜极而泣][喜极而泣]
木汀芷,保密,4,爱
他们笑我又傻又疯,保密,4,新年快乐哈
Sean-pablo,保密,5,[2020][2020][2020][2020][2020]
CrimsonViolet,保密,4,b站晚会居然没有金坷垃 太失望了[doge]
星翼star,男,5,"话说因为天依的吃货属性唱茉莉花的时候突然脑内自动窜词了。
好一朵美丽的糖塑花，又香又脆，不粘牙[喜极而泣]"
卿抛露,保密,5,快乐不需要等到明天，下一秒都觉得遥远[打call]
猫猫再胖就肝不动了,女,5,爱了，好看！期待拜年祭
一一风荷举qwq,女,3,陈超真的太绝了 表现完美
薇尔莉特伊芙减登,保密,5,方老np啊[打call][打call][打call]
一口团子st,男,5,都2020年了还有人分不清全息和AR，一群云，没看过初音的演唱会吗?那个是投影(应该还算不上很完美的全息)，现在全息投影技术还没有那么发达，洛天依的这个是AR，只能通过屏幕看到，现场舞台上其实啥也没有，再说一遍，这是AR，AR，AR![微笑]
儿童专用药,保密,5,小破站的第一次晚会就如此成功！[喜欢][喜欢][喜欢][喜欢]
我有两只喵喵,保密,5,[2020]
茂小焘,男,4,特别好看
灬围观,保密,4,小破站牛逼
7Lil7,保密,3,第三篇章开头绝了
冬寻九,保密,4,我爱b站
翊屮韬,保密,5,跨年就这么夸张，拜年祭会是什么样子，真是期待，希望不会让人失望！！！！
王Turbo,保密,4,这也太棒了
蠱靈兒,保密,2,B站越来越好啊
率性之道,保密,5,跨年最爱b站和东南卫视！！！其他就算了吧
静爱尘世,男,2,还有五年高考 三年模拟
碧血苍狼,男,4,2020年，祝朋友们，开年大吉，永葆初心，青春常在，奋斗不息！祝福伟大祖国，在新网络时代，引领世界，独占鳌头！！[2020][打call]
不听话的大沛沛,保密,2,太优秀了[喜极而泣][喜极而泣][喜极而泣]
风干的落花,女,5,卖票吗？2020
季忆念夏,男,5,动画区哭了
遇见你是必须迷恋,男,4,弹幕是清了吗？
bili_94291776629,保密,2,第一天插眼留念
暗杀的高科技,保密,2,厉害厉害
夜的第七章爱你,男,5,新年快乐！
爱喝西瓜汁の叶汐酱,保密,4,想知道我的账号几级了
戴假发の老夫子,男,5,喜欢[小电视_赞]
H百无禁忌,女,3,小破站太强了，我爱周深[打call][打call][打call][打call]
王Turbo,保密,4,秒杀各大卫视啊
希哩优里,保密,2,2020一起加油
RNG16强,男,5,2kw播放只有31w币，1%的投币率哈哈
与太阳相比肩,男,5,夸爆啊啊啊啊啊啊啊啊啊
左尼大法,保密,3,这已经不是我认识的b站了
OwO-KUN,女,5,这是我唯一一个音乐不是尿点，没有小品相声照样喜滋滋的晚会
-YUNaa-,保密,3,很专业的晚会 节目高端 摄像师比其他几个卫视好了不是一星半点 也没卫视晚会那么乱糟糟的感觉 高规格 高标准 高质感～b站加油！
天龙要吃桃,保密,5,怎么收藏啊
UNwisdom,保密,4,小破站牛逼！真的好震撼。究其原因，应该是，有趣吧，那些脍炙人口的话题，让你一听到就整个人血脉奔涌的旋律，太多太多，可能是年少的梦，最初的感动，逝去的回忆，无所不包，百花齐放，bilibilii- ( ゜- ゜)つロ 乾杯~
抱走小阿天,保密,5,没啥能说的，B站牛逼！！
今天给团团投币了吗,保密,3,今晚的主旋律节目我真的太喜欢了，感动而不尬，刚我有想哭的冲动[支持][支持][打call][打call]
窃听记忆G,保密,4,我的天啊，这么厉害
甜懵懵柠檬鲸,女,5,牛批！！！！
暗杀者染,保密,2,这个我喜欢
余然与然灬,男,3,好好好
点苍海,男,4,方老师超惊艳，太厉害了，这么多乐器都会
沈兴吕,保密,3,B站越来越牛逼了
吃可爱多的男孩,男,5,大家好我是小破站的舔狗[doge]
时崎__狂三,男,5,哈利波特~me 伏地魔~
百步不止,保密,5,录播？昨天晚上直播间里的也是录播吗？（昨晚就看了一点）那这些观众都是什么时候的啊[2233娘_困惑]
窃听记忆G,保密,4,太牛了吧
天才小郑_Tree,女,4,新年快乐
海蓝沙滩,男,3,https://b23.tv/ep306907←也许会对于洛天依全息投影有所怀疑的人一个解惑吧。
老妖家菏漪吖,女,5,太棒啦
新一唯爱你,男,3,来了
水澤摩央,保密,4,好看[2020]
西泽大人,保密,5,他们头上都带着帽子哈哈哈有点可爱
君鸟零七,保密,4,b站牛B！
柯休219,男,4,啊啊啊
中国小哥,男,5,牛掰
SwannSparrow,保密,5,"情理之外，意料之中的是吴亦凡，自从他《大碗宽面》的mv在本站发布以来已经完全扭转了被恶搞的境地。
在这次跨年晚会居然有他的现场，一样的歌声，几分愧疚，更加几分的感动。这小子是真帅啊。。。"
小灯萤火,女,4,小破站太强了
一颗甜花生,保密,4,B站牛批！
你是我的大怡宝,保密,4,很棒，哔哩哔哩，干杯！
feiye-我只爱陌生人,保密,5,b站爸爸！！！！我被打脸了！我真香了！
萝卜味小馒头,女,4,重刷！还想再说亿次:b站NB ！！！
过分喜欢她,男,3,新年快乐！
zhujuner,保密,2,陌生人，新年快乐。新的一年祝家人还有自己身体健康，平平安安。
根号肆拾玖,女,4,新年快乐，bilibili干杯(o゜▽゜)o☆
aristo_cracy,保密,3,太精彩了
红莲星空游,保密,4,干杯，新年快乐哈哈哈
难成易碎,男,5,啥也不说了，b站牛逼！
穆丨拉丁,保密,5,什么都好  就是有点担心 那个女主持   把这么特别  这么好的晚会    变成  跟那些卫视晚会    一样的一板一眼
没有魂的疯子何其悲哀,保密,5,爱了，爱了
吃货你别猜,男,3,昨晚加班到十一点，好遗憾啊啊[大哭][大哭][大哭]
梓随忆,女,3,真的用心，有很多都唱的自己的新歌，可能也是代表着新的一年有个新的开始吧。
耗子闯天下,男,4,666666666666
须治愈,女,5,太棒了
畅哥儿changer,保密,4,啊啊啊柯南火影
特别的十恩,保密,3,现场看得到天依吗，?
特别的十恩,保密,3,现场看得到天依吗，?
Archer丶红A。,女,5,看花千骨的时候一直听这首歌
神次元の黑白熊,保密,5,有句说句，还是红白好看，不多说了
HRS打末,保密,4,比卫视的跨年还更让我喜欢的跨年晚会
杳杳树中生,保密,3,66
yanxuela,保密,3,说实话，很多up主比明星唱得好
花繁柳密时,保密,3,对手不行！
_Xny_,男,5,还是破站好
大面包君,保密,4,还是B站的晚会好看鸭
易大佬家的小烊,保密,3,大爱b站[2233娘_大笑]
ego和二狗,保密,5,awsl
Cindy大葱吖,女,5,hp和理查德男神真的激动炸了，昨天晚上看了红白，也不亏，但错过海德威变奏曲就很嘤嘤嘤
-你松,保密,5,哈哈哈
红土坎鸭店小王子,保密,4,4.3啥意思
間桐折紙,保密,5,很不错[滑稽]
BuffyLong,女,5,我爱B站！一直都爱！！
鲨鱼刁东西,保密,5,凡哥对不住[2233娘_大哭]
kang3358,保密,5,不得不说开场好燃好炸
余人与否,男,5,完了完了，晚会这么好看，拜年祭怎么办[吃瓜]
lwslg,女,5,不禁对拜年祭有了更大的期待
忘穿灬秋裤,男,4,这是我第一次这么有兴致的看完一个跨年晚会
大漢舔子,保密,4,太帅了#bilibili晚会 二零一九最美的夜#
凝词儿,保密,2,新年快乐！
雨辰e,男,5,话说他们不是提前录制的嘛。。。为什么会有倒数跨年啊。。。
芙蘭朵露-斯卡蕾特,保密,5,今天看的你们错过抽奖了[2233娘_委屈]虽然我也没中
泯咂am,保密,5,真的太棒了！！！
夭夭喜欢灼灼,女,4,年度会员已充
狐妖小红娘呢,保密,3,我想怎么才能买到下次的票呢？是不是的存一年钱
百里追孤魂,保密,5,啊啊啊啊啊啊啊啊啊
如何做到完美,男,4,问现场能不能看到天依的，你动动脑子就知道看不见，只是现场能在大屏幕上看见就对了[嫌弃]
易几米,保密,5,阿信竟然没把胖哥俩另一个带来[喜极而泣][喜极而泣][喜极而泣]
張榴蓮,女,4,吴亦凡太强了
我头像无解,男,4,新年快乐
月亮鱼-,女,4,太感人了，明年我能不能等到一个秦时的《月光》[委屈][委屈]
三皿要做大妖怪,女,4,情怀和潮流兼具[爱心][爱心]
业界良心永不变质,保密,5,草，怎么就看完了，怎么没了。再看一遍
凌未央墨,保密,5,"新年快乐！哔哩哔哩干杯！～
一定要做一个更好的我！"
卿语浅唱,女,4,2020年也要在小破站好好的待着，快乐！
努力请从今日始,男,5,小破站nb。[打call]
努力请从今日始,男,5,小破站nb。[打call]
浅浅馥怡,女,4,小破站我的爱
-小埋,保密,3,超级好看！！
卖了一个萌,女,4,想哭啊啊啊啊啊啊啊啊
OwO-KUN,女,5,其实我挺希望拜年祭可以请刺猬[2020]
顽童MJ1111116,女,5,多谢一凡哥
JOHNKERMAN,男,5,这真牛逼，效果简直这能把各大卫视和春晚吊起来打[doge][偷笑]
化作樱fa树,女,6,太 厉 害 了
水煮白猪肉,女,4,全程666，教父那段直接炸开
恋清风_诺汐,保密,3,没有香菜555
Estrella_Wang,保密,2,帅呆了
半升锅里煮江山,保密,5,小破站太优秀了，太棒了，啊啊啊
谢贯衡,保密,3,开幕舞的O–DOG舞团很厉害的！！
甜点小天使神厨小福贵,保密,3,这么多年我还没四级不能潜水了…
怪怪的槐槐,保密,5,说这是年轻人，其实老一辈的人何尝不会接受？这次做到了文化的相融 时代的相融，春晚毕竟是有政治在里面不能放太开的，但大部分我认为春晚也可以试着学习[微笑]最后，这次跨年我觉得吴亦凡太tm帅了（以前无感但不黑）好的我又多了一堆关注[呆]
Si国王,女,5,很有诚意啊啊啊啊啊啊啊啊
超天际,男,5,吴亦凡为什么会出现在两个晚会上谁来给我解答一下[喜极而泣]
Rainnningdays,女,4,我永远爱小破站！！
每天都想喝冰阔落,女,5,#bilibili晚会 二零一九最美的夜#小破站nb！！！！！！！
26664888723_bili,保密,3,[芮小凸小凹_绝望]
BlastDloke_南屿,保密,4,小破站加油~~
YSIYANG,男,3,[微笑]
27420422727_bili,保密,2,这货代言那个P2P坑了多少人
Mukuro三千世界鸦杀尽,保密,5,来了来了，为了奎尔萨拉斯！！！
FYCNFR,男,4,up主们的线下聚会[doge]
不会有和我一样名字,保密,4,录播好尴尬啊
